nome_x,nome_regiao,quantidade_nascimentos_ate_2010
Kazuhiro,Sudeste,20
Kazuko,Sudeste,432
Kazume,Sudeste,11
Kazumi,Sudeste,78
Kazunori,Sudeste,17
Kazuo,Sudeste,341
Kazuto,Sudeste,15
Kazuyo,Sudeste,24
Kazuyoshi,Sudeste,18
Kazuyuki,Sudeste,12
Ke,Sudeste,13
Keandro,Sudeste,11
Keber,Sudeste,18
Kebin,Sudeste,11
Kecia,Nordeste,360
Keciane,Nordeste,23
Kedima,Centro-Oeste,47
Kedina,Centro-Oeste,11
Kedison,Norte,17
Kedley,Sudeste,14
Kedma,Nordeste,202
Kedman,Sudeste,10
Kedna,Centro-Oeste,45
Kedson,Norte,310
Keginaldo,Nordeste,115
Kei,Sudeste,27
Keice,Norte,41
Keiciane,Norte,76
Keico,Sudeste,21
Keide,Sudeste,14
Keiji,Sudeste,39
Keiko,Sudeste,658
Keila,Sudeste,22410
Keilane,Nordeste,357
Keile,Centro-Oeste,33
Keili,Sudeste,13
Keiliane,Nordeste,362
Keilla,Sudeste,206
Keily,Sudeste,16
Keirrison,Sudeste,22
Keisa,Sudeste,19
Keise,Norte,253
Keisi,Sudeste,15
Keisiane,Norte,36
Keison,Norte,35
Keisse,Norte,41
Keissiane,Norte,17
Keissy,Sudeste,14
Keisy,Sul,27
Keit,Sudeste,40
Keite,Sudeste,745
Keiteane,Norte,18
Keith,Sudeste,336
Keithy,Sudeste,15
Keiti,Sudeste,204
Keitiana,Norte,10
Keitiane,Norte,388
Keitiele,Sudeste,12
Keiton,Sudeste,13
Keitty,Sudeste,23
Keity,Sudeste,376
Keityane,Norte,12
Keiviane,Nordeste,12
Keivin,Sudeste,14
Keivison,Sudeste,10
Keize,Norte,45
Keizo,Sudeste,20
Kejinaldo,Nordeste,10
Keko,Sudeste,10
Kelaine,Nordeste,10
Kelane,Nordeste,27
Kelber,Nordeste,18
Kelbia,Centro-Oeste,22
Kelciane,Nordeste,54
Kelcilene,Norte,12
Kelcio,Centro-Oeste,11
Kele,Sudeste,1261
Kelem,Norte,237
Kelen,Sul,2406
Keler,Sudeste,27
Kelerson,Sudeste,12
Keley,Sudeste,28
Keli,Sudeste,14694
Kelia,Nordeste,127
Keliana,Nordeste,38
Keliane,Nordeste,3494
Kelida,Sudeste,13
Keliene,Nordeste,11
Kelin,Sul,401
Keline,Nordeste,178
Kelison,Norte,182
Kelisson,Norte,38
Kelita,Centro-Oeste,105
Keliton,Norte,27
Kelle,Sudeste,707
Kellem,Norte,59
Kellen,Sudeste,2534
Keller,Sudeste,130
Kelley,Sudeste,97
Kelli,Sudeste,6933
Kelliane,Nordeste,65
Kellin,Sul,47
Kellison,Norte,10
Kellly,Sudeste,14
Kellvin,Sudeste,10
Kellvyn,Sudeste,10
Kelly,Sudeste,48638
Kellyane,Nordeste,112
Kellyn,Sul,46
Kelma,Nordeste,642
Kelmer,Sudeste,30
Kelren,Norte,22
Kelri,Norte,31
Kelry,Norte,44
Kelsen,Centro-Oeste,17
Kelsiane,Nordeste,23
Kelsom,Nordeste,11
Kelson,Nordeste,1230
Kelton,Nordeste,337
Kelve,Norte,66
Kelvem,Sudeste,18
Kelven,Sudeste,436
Kelvi,Sudeste,287
Kelvia,Nordeste,509
Kelviane,Nordeste,141
Kelvim,Sudeste,541
Kelvin,Sudeste,10896
Kelvio,Nordeste,17
Kelvis,Nordeste,40
Kelvison,Norte,22
Kelvy,Sudeste,17
Kelvyn,Sudeste,207
Kelwin,Sudeste,57
Kelwyn,Sudeste,10
Kely,Sudeste,10142
Kelyane,Nordeste,66
Kelyn,Sul,12
Kelyson,Norte,10
Kemela,Norte,10
Kemeli,Sudeste,49
Kemelin,Sudeste,14
Kemelly,Sudeste,51
Kemely,Sudeste,83
Kemelyn,Sudeste,12
Kemerson,Norte,66
Kemi,Sudeste,15
Kemile,Norte,136
Kemili,Sudeste,651
Kemilin,Sudeste,19
Kemille,Sudeste,10
Kemilli,Sudeste,31
Kemilly,Sudeste,726
Kemillyn,Sudeste,16
Kemily,Sudeste,768
Kemilyn,Sudeste,12
Kemyli,Sudeste,12
Ken,Sudeste,67
Kenay,Sudeste,11
Kenderson,Sudeste,45
Kendi,Sudeste,33
Kendra,Sul,87
Kendria,Norte,15
Kendy,Sudeste,28
Kene,Sudeste,11
Kened,Sudeste,209
Keneddy,Sudeste,10
Kenede,Norte,124
Kenedi,Sudeste,326
Kenedy,Sudeste,1418
Kener,Sudeste,26
Keneth,Sudeste,13
Kengo,Sudeste,12
Keni,Sudeste,24
Kenia,Sudeste,10951
Kenichi,Sudeste,26
Kenid,Sudeste,11
Kenidi,Sudeste,19
Kenidy,Sudeste,20
Keniel,Sudeste,10
Kenilson,Nordeste,14
Kenio,Sudeste,175
Kenison,Norte,16
Keniti,Sudeste,19
Kenji,Sudeste,311
Kenndy,Sudeste,17
Kenned,Sudeste,58
Kennede,Norte,11
Kennedi,Sudeste,32
Kennedy,Sudeste,1746
Kenner,Centro-Oeste,20
Kenneth,Sudeste,56
Kennia,Centro-Oeste,61
Kennidy,Sudeste,18
Kenny,Sudeste,143
Kennya,Sudeste,48
Kensuke,Sudeste,10
Keny,Sudeste,34
Kenya,Sudeste,227
Kenzi,Sudeste,16
Kenzo,Sudeste,229
Keoma,Sul,27
Kepler,Nordeste,15
Kercia,Nordeste,133
Kerem,Sudeste,54
Keren,Sudeste,1065
Kerginaldo,Nordeste,218
Kerima,Sudeste,17
Kerin,Sudeste,24
Kerina,Norte,12
Kerlane,Nordeste,15
Kerle,Nordeste,20
Kerlei,Sudeste,34
Kerlen,Norte,51
Kerley,Sudeste,155
Kerli,Sudeste,34
Kerliane,Nordeste,309
Kerline,Nordeste,14
Kerlison,Nordeste,75
Kerlisson,Nordeste,17
Kerllon,Sudeste,10
Kerlly,Nordeste,11
Kerlon,Sudeste,260
Kerly,Nordeste,48
Kerma,Sudeste,11
Kerolaine,Norte,229
Kerolane,Norte,18
Kerolayne,Nordeste,84
Kerolem,Norte,10
Kerolen,Norte,73
Kerolene,Norte,12
Keroli,Sudeste,27
Kerolim,Sudeste,16
Kerolin,Sul,733
Keroline,Sudeste,79
Kerollen,Centro-Oeste,13
Kerolly,Nordeste,12
Kerollyn,Sudeste,70
Keroly,Sudeste,22
Kerolyn,Sudeste,115
Kerolyne,Sudeste,12
Kersia,Nordeste,25
Kervin,Nordeste,11
Kesia,Sudeste,6404
Kesiane,Nordeste,21
Kesio,Centro-Oeste,11
Keslei,Sudeste,78
Keslen,Sudeste,13
Kesley,Sudeste,462
Keslley,Sudeste,14
Kesly,Sudeste,12
Kessi,Sudeste,18
Kessia,Nordeste,1696
Kessiane,Nordeste,73
Kessida,Norte,11
Kessila,Sudeste,46
Kessio,Nordeste,24
Kessy,Sudeste,63
Kessya,Sudeste,24
Kesya,Sudeste,38
Kete,Sudeste,14
Ketele,Sudeste,23
Ketelei,Sudeste,10
Ketelem,Norte,231
Ketelen,Sudeste,1149
Keteley,Sudeste,10
Keteli,Sudeste,97
Ketelim,Sudeste,110
Ketelin,Sudeste,2818
Keteline,Sul,10
Ketellen,Sudeste,94
Ketellin,Sudeste,55
Ketelly,Sudeste,33
Ketellyn,Sudeste,144
Ketely,Sudeste,131
Ketelyn,Sudeste,663
Keterin,Sudeste,24
Keth,Sudeste,10
Ketheleen,Sudeste,58
Kethelem,Norte,36
Kethelen,Sudeste,442
Kethelin,Sudeste,342
Kethellen,Sudeste,129
Kethellin,Sudeste,22
Kethelly,Sudeste,26
Kethellyn,Sudeste,208
Kethely,Sudeste,48
Kethelyn,Sudeste,703
Kethen,Sudeste,20
Kethilin,Sudeste,26
Kethilyn,Sudeste,44
Kethin,Sudeste,15
Kethleen,Sudeste,77
Kethlen,Sudeste,218
Kethlin,Sudeste,45
Kethllen,Sudeste,15
Kethllyn,Sudeste,12
Kethlyn,Sudeste,118
Kethylin,Sudeste,19
Keti,Sudeste,58
Ketiane,Norte,31
Ketila,Norte,84
Ketile,Nordeste,37
Ketilen,Nordeste,43
Ketili,Nordeste,100
Ketilim,Sudeste,21
Ketilin,Sudeste,527
Ketilly,Nordeste,82
Ketily,Nordeste,84
Ketilyn,Sudeste,55
Ketle,Sudeste,43
Ketleen,Sudeste,45
Ketlei,Sudeste,59
Ketlein,Sudeste,72
Ketlelen,Norte,16
Ketlelin,Sudeste,34
Ketlem,Norte,202
Ketlen,Sudeste,3536
Ketley,Sudeste,411
Ketleyn,Sudeste,12
Ketli,Sudeste,27
Ketlim,Sul,104
Ketlin,Sul,7180
Ketling,Sudeste,22
Ketllen,Sudeste,45
Ketllin,Sudeste,18
Ketlly,Sudeste,14
Ketllyn,Sudeste,90
Ketly,Sudeste,95
Ketlym,Sudeste,14
Ketlyn,Sudeste,1745
Ketren,Sudeste,12
Ketrim,Sudeste,11
Ketrin,Sul,78
Ketryn,Sudeste,12
Ketsia,Nordeste,13
Kettelin,Sudeste,19
Kettelyn,Sudeste,22
Ketti,Sudeste,11
Kettlin,Sudeste,10
Kettlyn,Sudeste,22
Ketty,Sudeste,78
Ketuli,Sudeste,12
Ketulin,Sul,12
Kety,Sudeste,94
Ketylin,Sudeste,51
Keuli,Norte,21
Keuliane,Nordeste,20
Keully,Norte,12
Keuly,Norte,18
Keum,Sudeste,17
Keuri,Norte,17
Keury,Norte,32
Keuve,Sudeste,12
Keuven,Sudeste,13
Keuvi,Sudeste,13
Keuvin,Sudeste,43
Keve,Sudeste,17
Kevelen,Norte,10
Kevelin,Sudeste,301
Kevellyn,Sudeste,26
Kevelyn,Sudeste,101
Kevem,Sudeste,267
Keven,Sudeste,3349
Kever,Sudeste,10
Keverson,Norte,32
Keverton,Sudeste,11
Kevi,Sudeste,91
Kevia,Sudeste,27
Kevila,Nordeste,23
Kevilin,Sudeste,132
Kevillyn,Sudeste,10
Kevilyn,Sudeste,25
Kevim,Sudeste,739
Kevin,Sudeste,17245
Kevison,Norte,26
Kevlin,Sudeste,19
Kevy,Sudeste,15
Kevyn,Sudeste,480
Kewin,Sudeste,62
Key,Sudeste,16
Keyce,Norte,17
Keyla,Sudeste,1705
Keylane,Nordeste,37
Keyliane,Nordeste,30
Keylla,Sudeste,227
Keyse,Norte,70
Keyt,Sudeste,14
Keyte,Norte,55
Keyth,Sudeste,42
Keyti,Sudeste,23
Keytiane,Norte,40
Kezia,Sudeste,2607
Keziah,Sudeste,14
Kezya,Sudeste,21
Khadija,Sudeste,14
Khaled,Sudeste,35
Khalil,Sudeste,43
Kharina,Sul,10
Ki,Sudeste,64
Kiane,Sudeste,49
Kiany,Sudeste,11
Kiara,Sudeste,845
Kiberly,Sudeste,18
Kid,Norte,10
Kie,Sudeste,13
Kieko,Sudeste,10
Kiko,Sudeste,54
Kiku,Sudeste,14
Kikue,Sudeste,73
Kikuko,Sudeste,31
Kikuo,Sudeste,11
Kil,Sudeste,17
Kilda,Sudeste,17
Kildare,Nordeste,41
Kilder,Sudeste,64
Kildere,Nordeste,49
Kilderi,Nordeste,16
Kildery,Nordeste,14
Kildson,Norte,11
Kilma,Nordeste,302
Kilmara,Nordeste,10
Kilmer,Nordeste,30
Kilson,Nordeste,100
Kilvia,Nordeste,492
Kilviane,Nordeste,20
Kilza,Sudeste,41
Kim,Sudeste,336
Kimbeli,Sudeste,11
Kimbely,Sudeste,16
Kimberley,Sudeste,19
Kimberli,Sul,361
Kimberlim,Sudeste,15
Kimberlin,Sudeste,33
Kimberlly,Sudeste,206
Kimberly,Sudeste,1715
Kimberlyn,Sudeste,26
Kimi,Sudeste,54
Kimico,Sudeste,37
Kimie,Sudeste,167
Kimika,Sudeste,13
Kimiko,Sudeste,339
Kimio,Sudeste,25
Kimiyo,Sudeste,20
Kin,Sudeste,51
Kinberli,Sudeste,65
Kinberlin,Sudeste,19
Kinberlly,Sudeste,14
Kinberly,Sudeste,117
Kingsley,Sudeste,11
Kinue,Sudeste,40
Kinuko,Sudeste,51
Kinuyo,Sudeste,20
Kio,Sudeste,20
Kioco,Sudeste,12
Kioka,Sudeste,19
Kioko,Sudeste,262
Kiomi,Sudeste,26
Kioshi,Sudeste,56
Kira,Sudeste,45
Kiria,Sudeste,33
Kirk,Norte,14
Kirla,Norte,10
Kisila,Sudeste,11
Kissia,Norte,67
Kissiane,Norte,15
Kissila,Sudeste,1057
Kissilane,Sudeste,19
Kissyla,Sudeste,10
Kiteria,Sudeste,262
Kivia,Nordeste,309
Kiyo,Sudeste,36
Kiyoe,Sudeste,14
Kiyoka,Sudeste,10
Kiyoko,Sudeste,139
Kiyomi,Sudeste,63
Kiyoshi,Sudeste,150
Kiyosi,Sudeste,12
Kizzy,Sudeste,47
Klaiton,Sudeste,21
Klara,Sudeste,60
Klauber,Sudeste,22
Klaus,Sudeste,703
Klauss,Sudeste,48
Klayton,Sudeste,76
Klebe,Sudeste,48
Kleber,Sudeste,16594
Kleberson,Sudeste,803
Klebert,Nordeste,47
Kleberton,Nordeste,32
Klebeson,Sudeste,20
Klebia,Nordeste,66
Klebio,Nordeste,15
Klebison,Sudeste,10
Klebson,Nordeste,616
Klecia,Nordeste,54
Klecio,Nordeste,56
Kledja,Nordeste,11
Kledson,Nordeste,60
Kleia,Centro-Oeste,11
Kleiber,Nordeste,32
Kleibson,Nordeste,27
Kleice,Norte,11
Kleiciane,Norte,13
Kleide,Sudeste,36
Kleidson,Norte,13
Kleilson,Nordeste,16
Kleilton,Nordeste,11
Kleise,Norte,10
Kleison,Norte,78
Kleitom,Sudeste,10
Kleiton,Sudeste,1274
Klenia,Nordeste,19
Klenio,Nordeste,21
Kleriston,Centro-Oeste,25
Klesia,Centro-Oeste,13
Klesio,Centro-Oeste,13
Kletelen,Sudeste,11
Kletlen,Norte,12
Kletlin,Sudeste,14
Kleuber,Centro-Oeste,52
Kleuton,Norte,18
Klever,Sudeste,35
Kleverson,Sudeste,147
Kleverton,Nordeste,142
Klevin,Sudeste,11
Kleydson,Nordeste,14
Kleyson,Sudeste,31
Kleyton,Nordeste,302
Klicia,Norte,174
Kliciane,Norte,26
Kliger,Norte,10
Klinge,Norte,11
Klinger,Norte,272
Klisma,Norte,20
Klisman,Sudeste,14
Klissia,Norte,99
Klissiane,Norte,17
Kliver,Norte,10
Klivia,Norte,70
Klycia,Nordeste,16
Ko,Sudeste,17
Koao,Sudeste,13
Koichi,Sudeste,38
Koiti,Sudeste,71
Koji,Sudeste,75
Koka,Norte,12
Koki,Sudeste,15
Kong,Sudeste,12
Konrad,Sudeste,15
Kose,Sudeste,36
Kozo,Sudeste,34
Krikor,Sudeste,15
Krishna,Sudeste,58
Krislaine,Nordeste,10
Krisley,Sudeste,13
Krisna,Norte,11
Kristian,Sudeste,52
Kristiane,Sudeste,21
Kristina,Sudeste,12
Kristofer,Sudeste,16
Krystal,Sudeste,12
Kthleen,Sudeste,12
Kua,Sudeste,29
Kuan,Sudeste,179
Kuane,Sudeste,16
Kucas,Sudeste,24
Kuciana,Sudeste,10
Kueren,Sudeste,11
Kuezia,Sudeste,14
Kuis,Sudeste,18
Kuiz,Sudeste,23
Kum,Sudeste,21
Kumiko,Sudeste,40
Kun,Sudeste,19
Kunibert,Sul,11
Kuniko,Sudeste,35
Kunio,Sudeste,70
Kuo,Sudeste,18
Kurt,Sul,101
Kwan,Sudeste,21
Kwang,Sudeste,46
Kyane,Sudeste,10
Kyara,Sudeste,171
Kylvia,Nordeste,11
Kyo,Sudeste,17
Kyoko,Sudeste,103
Kyomi,Sudeste,10
Kyong,Sudeste,25
Kyoshi,Sudeste,19
Kyoung,Sudeste,15
Kyra,Sudeste,27
Kyu,Sudeste,23
Kyung,Sudeste,139
Kyvia,Nordeste,26
La,Sudeste,43
Laan,Sudeste,10
Labibe,Sudeste,10
Lacerda,Sudeste,31
Laci,Sul,1274
Lacimar,Norte,11
Lacir,Sudeste,295
Lacy,Sudeste,206
Lacyr,Sudeste,26
Ladejane,Nordeste,13
Lademir,Sul,21
Lademira,Sul,19
Lademiro,Sul,63
Ladi,Sul,271
Ladiane,Sudeste,33
Ladijane,Nordeste,175
Ladilson,Norte,28
Ladimir,Sudeste,28
Ladir,Sudeste,323
Ladislau,Sudeste,310
Ladislava,Sul,20
Ladjane,Nordeste,1268
Ladomiro,Sul,12
Ladslau,Sudeste,12
Ladson,Nordeste,26
Lady,Sudeste,349
Laecio,Nordeste,2145
Laede,Sudeste,12
Laedson,Nordeste,27
Lael,Sudeste,91
Laelcio,Sudeste,28
Laelia,Norte,55
Laelio,Sudeste,20
Laelson,Nordeste,782
Laena,Norte,46
Laender,Sudeste,13
Laene,Sudeste,118
Laenia,Nordeste,15
Laenio,Sul,27
Laerce,Sudeste,11
Laerci,Sudeste,13
Laercia,Sudeste,72
Laercio,Sudeste,22263
Laerco,Sudeste,20
Laersio,Sudeste,23
Laerso,Sudeste,26
Laerson,Nordeste,52
Laert,Sudeste,118
Laerte,Sudeste,6449
Laertes,Sul,464
Laerti,Sudeste,101
Laerton,Nordeste,12
Laesio,Nordeste,44
Laete,Sudeste,27
Laezio,Centro-Oeste,10
Lafaete,Sudeste,305
Lafaeti,Sudeste,16
Lafaiete,Sudeste,488
Lafayete,Sudeste,12
Lafayette,Sudeste,13
Lahis,Sudeste,10
Lai,Sudeste,51
Laia,Sudeste,15
Laiana,Nordeste,1244
Laiandra,Norte,41
Laiane,Nordeste,14975
Laiani,Sudeste,22
Laianne,Centro-Oeste,18
Laiany,Sudeste,25
Laiara,Nordeste,104
Laice,Sudeste,62
Laide,Sudeste,2105
Laides,Sul,215
Laidi,Sudeste,19
Laidiane,Sudeste,13
Laidy,Sudeste,10
Laiene,Sudeste,49
Laila,Sudeste,10235
Lailane,Nordeste,26
Lailla,Sudeste,16
Lailson,Nordeste,1591
Lailton,Nordeste,348
Laima,Sudeste,11
Laina,Nordeste,294
Lainara,Nordeste,59
Laine,Nordeste,1350
Laini,Sudeste,11
Laio,Sudeste,125
Laion,Sudeste,170
Lair,Sudeste,2328
Laira,Sudeste,664
Lairce,Sudeste,114
Lairde,Sudeste,10
Laires,Nordeste,43
Lairson,Sudeste,19
Lairto,Sudeste,14
Lairton,Nordeste,420
Lais,Sudeste,61151
Laisa,Sudeste,7868
Laise,Nordeste,3571
Laisi,Sudeste,25
Laisla,Sudeste,2207
Laislane,Nordeste,10
Laisnara,Sudeste,24
Laison,Nordeste,34
Laissa,Sudeste,1144
Laisse,Nordeste,72
Laisy,Sudeste,28
Laiuson,Nordeste,10
Laiz,Sudeste,2010
Laiza,Sudeste,3230
Laize,Nordeste,440
Lalesca,Sudeste,126
Laleska,Sudeste,89
Lalia,Centro-Oeste,11
Laline,Centro-Oeste,10
Lam,Sudeste,12
Lamara,Nordeste,23
Lamartine,Nordeste,245
Lamartini,Sudeste,10
Lamberto,Sudeste,11
Lamia,Sudeste,19
Lamir,Sudeste,11
Lamis,Sudeste,29
Lamonier,Nordeste,13
Lan,Sudeste,22
Lana,Sudeste,4183
Lanai,Sudeste,38
Lanara,Nordeste,35
Lanay,Sudeste,15
Landa,Sudeste,25
Lander,Sudeste,83
Landerson,Sudeste,101
Landia,Sudeste,25
Landivo,Sul,22
Lando,Sudeste,14
Landoaldo,Sudeste,26
Landri,Sudeste,10
Landro,Sudeste,51
Landualdo,Nordeste,11
Landulfo,Nordeste,16
Lane,Norte,123
Laner,Sudeste,11
Lani,Sudeste,53
Lania,Sudeste,66
Lanir,Sudeste,24
Lanna,Sudeste,242
Lanusa,Sudeste,12
Lanusia,Nordeste,10
Lanusse,Centro-Oeste,20
Lanuza,Nordeste,14
Lanuzia,Nordeste,19
Lany,Sudeste,14
Laodiceia,Sudeste,52
Laone,Sul,10
Laor,Sudeste,12
Lara,Sudeste,42676
Larah,Sudeste,88
Laraine,Sudeste,25
Larcio,Sudeste,29
Larecio,Sudeste,15
Laressa,Sudeste,66
Lari,Sul,76
Lariana,Sudeste,23
Lariane,Sudeste,258
Larica,Sudeste,714
Larice,Sudeste,110
Laricia,Sudeste,33
Lariele,Sul,18
Lariessa,Sul,13
Larinda,Sudeste,12
Larindo,Sudeste,11
Larine,Sudeste,12
Larisa,Sudeste,7350
Larise,Sudeste,18
Lariss,Sudeste,16
Larissa,Sudeste,176964
Larisse,Nordeste,1311
Larisssa,Sudeste,24
Larita,Sudeste,17
Lariza,Sudeste,160
Larri,Sul,130
Larrisa,Sudeste,1401
Larrissa,Sudeste,856
Larry,Sudeste,82
Lars,Sudeste,45
Larssa,Sudeste,51
Larte,Sudeste,12
Larysa,Sudeste,10
Laryssa,Sudeste,1932
Lasara,Sudeste,99
Lasaro,Sudeste,405
Lastenia,Nordeste,11
Laszlo,Sudeste,29
Laticia,Sudeste,27
Latif,Sudeste,11
Latifa,Sudeste,35
Latife,Sudeste,68
Lau,Sudeste,28
Laua,Sudeste,10
Lauan,Sudeste,54
Lauana,Sudeste,398
Lauanda,Sudeste,241
Lauander,Sudeste,10
Lauanderson,Nordeste,19
Lauane,Sudeste,1941
Lauani,Sudeste,233
Lauanne,Sudeste,12
Lauanny,Sudeste,31
Lauany,Sudeste,176
Laucia,Sudeste,11
Laucidio,Centro-Oeste,72
Laudair,Sul,10
Laudeceia,Nordeste,10
Laudeci,Nordeste,362
Laudecir,Sudeste,95
Laudelina,Sudeste,1600
Laudelino,Sudeste,805
Laudemir,Sudeste,266
Laudemira,Sudeste,52
Laudemiro,Sudeste,65
Laudeni,Sudeste,17
Laudenice,Nordeste,239
Laudenir,Sudeste,144
Laudenira,Sudeste,11
Laudenor,Nordeste,70
Lauderino,Sudeste,10
Laudete,Sudeste,29
Laudi,Sudeste,36
Laudia,Sudeste,18
Laudiane,Nordeste,43
Laudice,Nordeste,63
Laudicea,Nordeste,278
Laudiceia,Sudeste,4715
Laudicelia,Sudeste,32
Laudicena,Sudeste,20
Laudiene,Sudeste,154
Laudijane,Nordeste,41
Laudilene,Nordeste,51
Laudilina,Sudeste,12
Laudimar,Centro-Oeste,11
Laudimira,Sudeste,11
Laudimiro,Centro-Oeste,13
Laudina,Sudeste,35
Laudinea,Sudeste,10
Laudinei,Sudeste,54
Laudineia,Sudeste,141
Laudineide,Sudeste,18
Laudinete,Nordeste,45
Laudio,Sudeste,15
Laudionor,Nordeste,38
Laudir,Sul,214
Laudirene,Sudeste,12
Laudiseia,Sudeste,17
Laudisseia,Sudeste,25
Laudivan,Nordeste,35
Laudivina,Centro-Oeste,10
Laudjane,Nordeste,67
Laudo,Sudeste,68
Laudomiro,Sudeste,12
Laudson,Centro-Oeste,32
Lauene,Sudeste,14
Laune,Sudeste,27
Laur,Sudeste,14
Laura,Sudeste,99637
Lauraci,Sudeste,13
Laure,Sudeste,14
Laureana,Sudeste,42
Laureane,Sul,43
Laureano,Sudeste,99
Laureci,Sul,1581
Laurecy,Sudeste,14
Laureen,Sudeste,26
Laurem,Sul,170
Lauren,Sul,2267
Laurena,Norte,15
Laurenca,Nordeste,28
Laurence,Sudeste,100
Laurencia,Nordeste,56
Laurencio,Nordeste,75
Laurenco,Nordeste,42
Laurene,Sudeste,50
Laureni,Sudeste,112
Laurenice,Nordeste,176
Laurenilde,Nordeste,12
Laurenio,Sudeste,10
Laurenir,Nordeste,12
Laurenita,Sudeste,18
Laureno,Sul,78
Laurent,Sudeste,67
Laurentina,Sudeste,905
Laurentino,Sudeste,429
Laurete,Sul,104
Lauri,Sul,4399
Lauriana,Sudeste,113
Lauriane,Norte,511
Lauriano,Sudeste,164
Lauriberto,Sudeste,87
Laurice,Sudeste,161
Lauricea,Sudeste,16
Lauriceia,Sudeste,165
Lauricelia,Nordeste,22
Laurici,Sul,73
Lauricia,Sudeste,12
Lauricio,Sul,16
Lauride,Sudeste,20
Laurides,Sudeste,363
Laurie,Sudeste,27
Lauriele,Centro-Oeste,11
Lauriene,Sudeste,287
Lauriete,Sudeste,188
Laurilene,Nordeste,149
Laurimar,Norte,217
Laurin,Sudeste,14
Laurina,Sudeste,43
Laurinaldo,Nordeste,10
Laurinda,Sudeste,4804
Laurindo,Sudeste,2643
Laurineia,Sudeste,12
Laurineide,Nordeste,67
Laurinete,Nordeste,858
Laurinha,Sudeste,19
Laurino,Sudeste,18
Laurisa,Sudeste,10
Laurise,Sul,15
Laurismar,Nordeste,12
Lauriston,Sudeste,17
Laurita,Sudeste,3071
Laurito,Sudeste,15
Laurival,Sul,48
Laurivan,Norte,13
Lauriza,Sudeste,15
Laurize,Sul,14
Laurizete,Nordeste,64
Lauro,Sul,12716
Laury,Sul,16
Lauryn,Sudeste,39
Lauter,Centro-Oeste,14
Lauterio,Sul,13
Lauvir,Sul,50
Lauzina,Sudeste,13
Lauzira,Sudeste,12
Lavia,Sudeste,12
Lavignia,Sudeste,22
Lavina,Sudeste,51
Lavine,Nordeste,48
Lavinea,Sudeste,86
Lavinha,Nordeste,178
Lavinia,Sudeste,13169
Lavinya,Sudeste,41
Lavoisier,Nordeste,10
Lavosier,Nordeste,32
Lavynia,Sudeste,12
Lawane,Sudeste,10
Lawrence,Sudeste,77
Layal,Sul,10
Layana,Nordeste,127
Layane,Nordeste,1030
Layanna,Nordeste,10
Layanne,Nordeste,115
Layara,Nordeste,22
Layde,Sudeste,40
Layene,Centro-Oeste,15
Layla,Sudeste,1642
Laylla,Sudeste,40
Laylson,Nordeste,21
Layna,Nordeste,30
Laynara,Nordeste,20
Layne,Sudeste,73
Laynne,Centro-Oeste,10
Layo,Sudeste,13
Layon,Sudeste,76
Layr,Sudeste,14
Layra,Sudeste,116
Lays,Sudeste,963
Laysa,Sudeste,1139
Layse,Nordeste,244
Laysla,Sudeste,509
Layslla,Sudeste,19
Layssa,Sudeste,157
Layz,Sudeste,24
Layza,Sudeste,444
Layze,Norte,13
Lazara,Sudeste,10740
Lazarina,Sudeste,62
Lazaro,Sudeste,22090
Lazinha,Sudeste,56
Lazinho,Sudeste,14
Lazir,Sudeste,31
Lciana,Sudeste,10
Ldo,Sudeste,13
Le,Sudeste,27
Lea,Sudeste,7922
Leabdro,Sudeste,12
Leacir,Sudeste,33
Leadro,Sudeste,384
Leal,Sudeste,21
Lealdina,Nordeste,18
Lealdo,Nordeste,112
Leamdro,Sudeste,12
Lean,Sudeste,41
Leana,Nordeste,48
Leanardo,Sudeste,29
Leander,Sudeste,69
Leanderson,Nordeste,508
Leando,Sudeste,109
Leandr,Sudeste,46
Leandra,Sudeste,11911
Leandreson,Norte,11
Leandri,Sudeste,16
Leandrina,Sul,20
Leandro,Sudeste,243219
Leane,Nordeste,677
Leani,Sudeste,24
Leanro,Sudeste,43
Leao,Sudeste,61
Leardro,Sudeste,17
Leatrice,Sul,15
Leci,Sudeste,2889
Lecia,Nordeste,74
Leciana,Sudeste,12
Leciane,Sudeste,47
Lecilda,Sudeste,83
Lecindo,Sudeste,12
Lecio,Sudeste,198
Lecir,Sudeste,169
Lecivaldo,Nordeste,29
Lecticia,Sudeste,40
Lecy,Sudeste,547
Leda,Sudeste,15936
Lede,Nordeste,13
Ledenir,Sul,16
Ledi,Sul,1217
Ledia,Sudeste,30
Lediana,Sudeste,65
Lediane,Sudeste,617
Ledijane,Nordeste,15
Ledilson,Sudeste,68
Ledimar,Sudeste,12
Ledina,Sudeste,38
Ledinalva,Sudeste,23
Ledineia,Sudeste,10
Ledio,Sul,91
Ledir,Sudeste,392
Ledjane,Nordeste,56
Ledna,Nordeste,12
Ledo,Sudeste,15
Ledson,Sudeste,67
Leduar,Nordeste,15
Ledy,Sul,37
Ledyr,Sudeste,11
Lee,Sudeste,304
Leene,Nordeste,11
Legiane,Sudeste,18
Lei,Sudeste,26
Leia,Sudeste,11082
Leiane,Nordeste,139
Leiber,Centro-Oeste,14
Leice,Sudeste,29
Leicia,Sudeste,23
Leiciane,Norte,85
Leico,Sudeste,14
Leid,Sudeste,15
Leida,Sudeste,672
